transaction_id,customer_id,product_id,sales_rep_id,channel,order_date,invoice_date,quantity,unit_price,discount_rate,gross_revenue,net_revenue,cost,gross_margin,currency,order_status
TXN000074,CUST0041,PRD004,REP003,Online,2024-01-07,2024-01-11,8,1383.89,0.074,11071.12,10251.86,5148.97,5102.89,EUR,Shipped
TXN000075,CUST0064,PRD007,REP007,Distributor,2024-01-05,2024-01-11,8,1998.46,0.079,15987.68,14724.65,6542.29,8182.36,EUR,Shipped
TXN000076,CUST0031,PRD004,REP006,Partner,2024-01-23,2024-01-25,15,1547.88,0.068,23218.2,21639.36,9209.31,12430.05,EUR,Invoiced
TXN000077,CUST0067,PRD008,REP008,Partner,2024-01-23,2024-01-23,11,3787.46,0.071,41662.06,38704.05,19268.57,19435.48,EUR,Invoiced
TXN000078,CUST0075,PRD001,REP004,Partner,2024-01-22,2024-01-25,2,8401.94,0.05,16803.88,15963.69,9477.67,6486.02,EUR,Shipped
TXN000079,CUST0079,PRD002,REP001,Partner,2024-01-09,2024-01-17,3,7914.41,0.062,23743.23,22271.15,11778.95,10492.2,EUR,Invoiced
TXN000080,CUST0063,PRD011,REP008,Direct,2024-01-18,2024-01-25,6,3413.02,0.051,20478.12,19433.74,8130.42,11303.32,EUR,Invoiced
TXN000081,CUST0023,PRD004,REP009,Partner,2024-01-16,2024-01-22,2,1449.98,0.013,2899.96,2862.26,1313.31,1548.95,EUR,Invoiced
TXN000082,CUST0011,PRD006,REP006,Partner,2024-01-11,2024-01-16,7,2803.77,0.056,19626.39,18527.31,9026.64,9500.67,EUR,Shipped
TXN000083,CUST0016,PRD011,REP005,Direct,2024-01-25,2024-02-02,5,3246.19,0.042,16230.95,15549.25,6331.85,9217.4,EUR,Invoiced
TXN000084,CUST0025,PRD010,REP009,Partner,2024-01-27,2024-01-30,9,5143.81,0.083,46294.29,42451.86,22967.01,19484.85,EUR,Invoiced
TXN000085,CUST0009,PRD009,REP005,Direct,2024-01-07,2024-01-12,7,5604.05,0.047,39228.35,37384.62,20287.54,17097.08,EUR,Invoiced
TXN000086,CUST0039,PRD012,REP001,Partner,2024-01-26,2024-02-02,8,1814.12,0.006,14512.96,14425.88,6695.9,7729.98,EUR,Invoiced
TXN000087,CUST0074,PRD003,REP005,Direct,2024-01-13,2024-01-21,2,1983.33,0.042,3966.66,3800.06,1800.88,1999.18,EUR,Invoiced
TXN000088,CUST0077,PRD012,REP002,Direct,2024-01-25,2024-01-28,4,1630.22,0.048,6520.88,6207.88,3060.88,3147.0,EUR,Invoiced
TXN000089,CUST0035,PRD002,REP004,Partner,2024-01-02,2024-01-11,3,7543.08,0.037,22629.24,21791.96,11288.22,10503.74,EUR,Invoiced
TXN000090,CUST0030,PRD012,REP005,Direct,2024-01-19,2024-01-20,8,1665.98,0.046,13327.84,12714.76,6109.03,6605.73,EUR,Shipped
TXN000091,CUST0043,PRD006,REP001,Distributor,2024-01-22,2024-01-28,5,2727.05,0.036,13635.25,13144.38,6039.34,7105.04,EUR,Open
TXN000092,CUST0039,PRD005,REP005,Partner,2024-01-06,2024-01-10,6,4379.42,0.082,26276.52,24121.85,12111.28,12010.57,EUR,Shipped
TXN000093,CUST0005,PRD005,REP005,Direct,2024-01-20,2024-01-24,2,4568.55,0.045,9137.1,8725.93,4287.85,4438.08,EUR,Invoiced
TXN000094,CUST0010,PRD004,REP012,Distributor,2024-01-04,2024-01-11,8,1446.32,0.055,11570.56,10934.18,5275.45,5658.73,EUR,Invoiced
TXN000095,CUST0004,PRD008,REP012,Direct,2024-01-14,2024-01-20,3,3423.52,0.133,10270.56,8904.58,5665.73,3238.85,EUR,Shipped
TXN000096,CUST0044,PRD010,REP001,Online,2024-01-03,2024-01-03,7,5639.18,0.05,39474.26,37500.55,18412.29,19088.26,EUR,Invoiced
TXN000097,CUST0068,PRD004,REP002,Partner,2024-01-04,2024-01-11,8,1546.4,0.068,12371.2,11529.96,5350.78,6179.18,EUR,Invoiced
TXN000098,CUST0047,PRD012,REP010,Partner,2024-01-22,2024-01-29,2,1695.96,0.021,3391.92,3320.69,1583.9,1736.79,EUR,Shipped
TXN000099,CUST0075,PRD007,REP012,Partner,2024-01-20,2024-01-22,7,1809.95,0.099,12669.65,11415.35,6374.69,5040.66,EUR,Invoiced
TXN000100,CUST0006,PRD006,REP002,Direct,2024-01-07,2024-01-12,4,2775.68,0.011,11102.72,10980.59,4784.33,6196.26,EUR,Shipped
TXN000101,CUST0048,PRD008,REP008,Partner,2024-01-04,2024-01-10,7,3544.56,0.093,24811.92,22504.41,13087.94,9416.47,EUR,Invoiced
TXN000102,CUST0076,PRD002,REP009,Direct,2024-01-23,2024-01-31,5,7930.72,0.08,39653.6,36481.31,20783.5,15697.81,EUR,Invoiced
TXN000103,CUST0054,PRD006,REP010,Direct,2024-01-07,2024-01-11,5,2762.38,0.058,13811.9,13010.81,6207.74,6803.07,EUR,Shipped
TXN000104,CUST0024,PRD007,REP003,Partner,2024-01-02,2024-01-02,2,2016.16,0.007,4032.32,4004.09,1645.32,2358.77,EUR,Invoiced
TXN000105,CUST0061,PRD007,REP009,Direct,2024-01-21,2024-01-22,1,1787.89,0.114,1787.89,1584.07,817.8,766.27,EUR,Shipped
TXN000106,CUST0034,PRD009,REP001,Distributor,2024-01-10,2024-01-19,3,6305.6,0.017,18916.8,18595.21,8296.67,10298.54,EUR,Invoiced
TXN000107,CUST0056,PRD012,REP005,Direct,2024-01-05,2024-01-07,5,1798.09,0.017,8990.45,8837.61,4165.25,4672.36,EUR,Shipped
TXN000108,CUST0042,PRD004,REP001,Partner,2024-01-25,2024-02-03,7,1519.16,0.036,10634.12,10251.29,4395.29,5856.0,EUR,Invoiced
TXN000109,CUST0056,PRD005,REP001,Direct,2024-01-08,2024-01-09,8,4066.64,0.003,32533.12,32435.52,16833.21,15602.31,EUR,Invoiced
TXN000110,CUST0079,PRD008,REP001,Partner,2024-01-10,2024-01-13,4,3726.5,0.008,0.0,0.0,0.0,0.0,EUR,Cancelled
TXN000111,CUST0063,PRD007,REP008,Direct,2024-01-24,2024-01-24,6,1822.09,0.047,10932.54,10418.71,4983.76,5434.95,EUR,Invoiced
TXN000112,CUST0030,PRD007,REP005,Partner,2024-01-24,2024-01-26,8,2034.51,0.153,16276.08,13785.84,7081.15,6704.69,EUR,Invoiced
TXN000113,CUST0087,PRD005,REP003,Partner,2024-01-13,2024-01-21,2,4489.48,0.01,8978.96,8889.17,4434.72,4454.45,EUR,Invoiced
TXN000114,CUST0083,PRD005,REP008,Partner,2024-01-10,2024-01-15,7,4212.45,0.056,29487.15,27835.87,14476.09,13359.78,EUR,Invoiced
TXN000115,CUST0080,PRD003,REP006,Distributor,2024-01-23,2024-01-24,4,2010.92,0.033,8043.68,7778.24,3870.16,3908.08,EUR,Invoiced
TXN000116,CUST0087,PRD006,REP011,Direct,2024-01-05,2024-01-05,3,2672.64,0.037,8017.92,7721.26,3654.08,4067.18,EUR,Invoiced
TXN000117,CUST0001,PRD009,REP006,Distributor,2024-01-27,2024-02-01,11,6020.56,0.102,66226.16,59471.09,30183.46,29287.63,EUR,Invoiced
TXN000118,CUST0061,PRD009,REP009,Direct,2024-01-21,2024-01-30,6,6246.02,0.013,37476.12,36988.93,16665.74,20323.19,EUR,Invoiced
TXN000119,CUST0044,PRD012,REP009,Direct,2024-01-11,2024-01-19,1,1748.91,0.065,1748.91,1635.23,778.59,856.64,EUR,Invoiced
TXN000120,CUST0075,PRD002,REP004,Direct,2024-01-11,2024-01-12,1,7716.74,0.014,7716.74,7608.71,4087.48,3521.23,EUR,Invoiced
TXN000121,CUST0003,PRD006,REP009,Direct,2024-01-02,2024-01-02,6,2786.23,0.054,16717.38,15814.64,7264.49,8550.15,EUR,Shipped
TXN000122,CUST0040,PRD011,REP007,Partner,2024-01-22,2024-01-25,7,3390.02,0.115,23730.14,21001.17,9103.63,11897.54,EUR,Invoiced
TXN000123,CUST0022,PRD006,REP005,Direct,2024-01-13,2024-01-17,1,2456.14,0.036,2456.14,2367.72,1232.23,1135.49,EUR,Open
TXN000124,CUST0057,PRD004,REP005,Direct,2024-01-21,2024-01-23,7,1397.18,0.019,9780.26,9594.44,4275.86,5318.58,EUR,Invoiced
TXN000125,CUST0028,PRD002,REP005,Partner,2024-01-25,2024-02-02,7,8166.53,0.088,57165.71,52135.13,26775.71,25359.42,EUR,Invoiced
TXN000126,CUST0033,PRD009,REP007,Distributor,2024-01-23,2024-01-29,4,6116.98,0.081,24467.92,22486.02,11436.76,11049.26,EUR,Invoiced
TXN000127,CUST0080,PRD012,REP010,Direct,2024-01-23,2024-01-26,1,1801.27,0.065,1801.27,1684.19,807.38,876.81,EUR,Invoiced
TXN000128,CUST0049,PRD001,REP011,Partner,2024-01-24,2024-02-02,3,8033.91,0.095,24101.73,21812.07,14343.56,7468.51,EUR,Invoiced
TXN000129,CUST0077,PRD005,REP010,Direct,2024-01-13,2024-01-17,5,4079.02,0.074,20395.1,18885.86,10096.98,8788.88,EUR,Invoiced
TXN000130,CUST0011,PRD003,REP002,Partner,2024-01-13,2024-01-20,6,1979.78,0.068,11878.68,11070.93,5720.93,5350.0,EUR,Invoiced
TXN000131,CUST0032,PRD005,REP001,Distributor,2024-01-20,2024-01-21,7,4462.71,0.075,31238.97,28896.05,14311.58,14584.47,EUR,Invoiced
TXN000132,CUST0051,PRD010,REP003,Direct,2024-01-19,2024-01-28,7,5454.49,0.054,38181.43,36119.63,17933.39,18186.24,EUR,Invoiced
TXN000133,CUST0061,PRD008,REP009,Distributor,2024-01-14,2024-01-20,7,3707.72,0.033,25954.04,25097.56,13075.13,12022.43,EUR,Shipped
TXN000134,CUST0059,PRD003,REP007,Partner,2024-01-25,2024-01-27,7,2253.59,0.121,15775.13,13866.34,6771.75,7094.59,EUR,Shipped
TXN000135,CUST0026,PRD003,REP006,Direct,2024-01-04,2024-01-08,9,2175.19,0.057,19576.71,18460.84,8451.37,10009.47,EUR,Invoiced
TXN000136,CUST0074,PRD004,REP001,Direct,2024-01-24,2024-01-27,3,1470.94,0.09,4412.82,4015.67,1809.52,2206.15,EUR,Shipped
TXN000137,CUST0022,PRD011,REP009,Distributor,2024-02-14,2024-02-19,6,3235.8,0.037,19414.8,18696.45,7704.99,10991.46,EUR,Invoiced
TXN000138,CUST0029,PRD012,REP006,Partner,2024-02-05,2024-02-06,9,1831.26,0.069,16481.34,15344.13,7440.88,7903.25,EUR,Invoiced
TXN000139,CUST0064,PRD009,REP007,Distributor,2024-02-27,2024-03-03,2,5678.14,0.056,11356.28,10720.33,5926.22,4794.11,EUR,Invoiced
TXN000140,CUST0081,PRD005,REP005,Partner,2024-02-13,2024-02-17,8,4321.93,0.065,34575.44,32328.04,16474.25,15853.79,EUR,Invoiced
TXN000141,CUST0008,PRD004,REP007,Direct,2024-02-13,2024-02-19,2,1447.59,0.009,2895.18,2869.12,1232.75,1636.37,EUR,Invoiced
TXN000142,CUST0084,PRD003,REP002,Online,2024-02-12,2024-02-18,10,2193.32,0.061,21933.2,20595.27,9246.06,11349.21,EUR,Invoiced
TXN000143,CUST0049,PRD004,REP011,Partner,2024-02-09,2024-02-16,5,1473.42,0.058,7367.1,6939.81,3194.51,3745.3,EUR,Invoiced
TXN000144,CUST0012,PRD009,REP005,Online,2024-02-12,2024-02-15,5,5724.32,0.064,28621.6,26789.82,14702.25,12087.57,EUR,Shipped
TXN000145,CUST0028,PRD004,REP001,Partner,2024-02-22,2024-02-23,1,1544.53,0.085,1544.53,1413.24,641.43,771.81,EUR,Invoiced
TXN000146,CUST0036,PRD010,REP007,Distributor,2024-02-27,2024-02-27,8,5901.14,0.084,47209.12,43243.55,19344.27,23899.28,EUR,Invoiced
TXN000147,CUST0028,PRD006,REP001,Direct,2024-02-13,2024-02-17,7,2542.46,0.057,17797.22,16782.78,8971.9,7810.88,EUR,Invoiced
TXN000148,CUST0067,PRD010,REP004,Partner,2024-02-24,2024-02-26,10,5294.01,0.082,52940.1,48599.01,24308.87,24290.14,EUR,Invoiced
TXN000149,CUST0023,PRD003,REP005,Online,2024-02-17,2024-02-26,2,2107.03,0.054,0.0,0.0,0.0,0.0,EUR,Cancelled
TXN000150,CUST0042,PRD003,REP005,Partner,2024-02-19,2024-02-28,3,2081.61,0.018,6244.83,6132.42,2667.18,3465.24,EUR,Invoiced
TXN000151,CUST0015,PRD010,REP003,Direct,2024-02-21,2024-02-29,1,5674.81,0.058,5674.81,5345.67,2571.74,2773.93,EUR,Invoiced
TXN000152,CUST0061,PRD011,REP005,Direct,2024-02-09,2024-02-16,3,3344.83,0.036,10034.49,9673.25,4042.75,5630.5,EUR,Invoiced
TXN000153,CUST0012,PRD009,REP009,Partner,2024-02-17,2024-02-19,3,5721.34,0.051,17164.02,16288.65,8076.48,8212.17,EUR,Invoiced
TXN000154,CUST0041,PRD003,REP011,Partner,2024-02-27,2024-03-04,1,2065.59,0.047,2065.59,1968.51,870.77,1097.74,EUR,Invoiced
TXN000155,CUST0085,PRD001,REP005,Direct,2024-02-06,2024-02-06,7,8487.96,0.089,59415.72,54127.72,32200.32,21927.4,EUR,Shipped
TXN000156,CUST0089,PRD003,REP001,Distributor,2024-02-04,2024-02-04,12,2125.77,0.049,25509.24,24259.29,11269.13,12990.16,EUR,Invoiced
TXN000157,CUST0040,PRD004,REP011,Direct,2024-02-19,2024-02-25,7,1462.09,0.098,10234.63,9231.64,4383.78,4847.86,EUR,Invoiced
TXN000158,CUST0066,PRD009,REP004,Direct,2024-02-03,2024-02-09,8,5959.47,0.076,47675.76,44052.4,22449.79,21602.61,EUR,Shipped
TXN000159,CUST0035,PRD002,REP004,Partner,2024-02-15,2024-02-20,6,7357.4,0.072,44144.4,40966.0,23754.37,17211.63,EUR,Invoiced
TXN000160,CUST0037,PRD011,REP010,Direct,2024-02-17,2024-02-17,6,3262.09,0.027,19572.54,19044.08,8273.33,10770.75,EUR,Shipped
TXN000161,CUST0087,PRD003,REP003,Direct,2024-02-22,2024-02-22,5,2155.59,0.06,10777.95,10131.27,4396.09,5735.18,EUR,Invoiced
TXN000162,CUST0083,PRD012,REP008,Partner,2024-02-15,2024-02-21,8,1697.27,0.052,13578.16,12872.1,6022.04,6850.06,EUR,Invoiced
TXN000163,CUST0050,PRD001,REP006,Direct,2024-02-20,2024-02-24,7,8114.17,0.072,56799.19,52709.65,33283.21,19426.44,EUR,Invoiced
TXN000164,CUST0079,PRD010,REP001,Direct,2024-02-05,2024-02-09,4,5477.56,0.005,21910.24,21800.69,10028.62,11772.07,EUR,Invoiced
TXN000165,CUST0050,PRD008,REP010,Partner,2024-02-06,2024-02-10,4,3450.41,0.059,13801.64,12987.34,7167.03,5820.31,EUR,Shipped
TXN000166,CUST0080,PRD005,REP010,Direct,2024-02-08,2024-02-08,1,4312.67,0.059,4312.67,4058.22,2087.97,1970.25,EUR,Invoiced
TXN000167,CUST0079,PRD002,REP009,Direct,2024-02-12,2024-02-16,5,7835.52,0.01,39177.6,38785.82,20432.26,18353.56,EUR,Shipped
TXN000168,CUST0088,PRD001,REP009,Direct,2024-02-24,2024-02-26,8,8793.47,0.053,70347.76,66619.33,36838.82,29780.51,EUR,Invoiced
TXN000169,CUST0037,PRD008,REP002,Partner,2024-02-25,2024-02-29,5,3644.96,0.085,18224.8,16675.69,8777.52,7898.17,EUR,Invoiced
TXN000170,CUST0033,PRD004,REP011,Direct,2024-02-05,2024-02-12,3,1500.06,0.032,4500.18,4356.17,1980.48,2375.69,EUR,Invoiced
TXN000171,CUST0042,PRD002,REP005,Direct,2024-02-11,2024-02-18,6,7468.68,0.025,44812.08,43691.78,23866.95,19824.83,EUR,Invoiced
TXN000172,CUST0011,PRD012,REP002,Partner,2024-02-25,2024-03-05,9,1618.83,0.127,14569.47,12719.15,7336.67,5382.48,EUR,Invoiced
TXN000173,CUST0007,PRD012,REP009,Online,2024-02-21,2024-02-25,7,1789.87,0.047,12529.09,11940.22,5596.2,6344.02,EUR,Invoiced
